,index,Temperature,GHI,Wind Speed,Pressure,Relative Humidity,Solar Zenith Angle,Latitude,Longitude
46,47,0.5235730593607306,984.3754566210046,191.83013698630137,196.2353881278539,16.350513698630138,89.68970776255709,34.05,-83.82
47,48,21.059647212543556,369.7471689895471,0.8649825783972126,999.4954268292682,65.10875653310106,21.059473388501743,33.65,-82.74
48,49,20.899934497816595,368.09170305676855,64.75928165938865,998.7868995633188,0.4316812227074235,57.740762008733626,34.05,-82.1
49,50,21.499956331877733,369.8266375545852,64.51937991266375,1007.7224890829694,1.5628384279475984,57.576323144104805,33.65,-82.1
50,51,20.15835700240332,370.6076032335591,65.25582259121694,990.4430849901682,0.6857111645182434,21.07390380161678,34.45,-82.38
51,52,22.545327510917037,381.7873362445415,56.5929366812227,1010.557423580786,175.05502183406114,1.7001965065502185,31.17,-84.18
52,53,20.84871122761031,368.4921363040629,0.4321100917431192,997.5447793796418,64.88018567059851,57.725432503276544,34.05,-82.02
53,54,21.40275109170306,370.011135371179,1.6988209606986902,64.95401965065503,1005.8816593886464,57.57606986899564,33.65,-82.02
54,55,20.866200873362448,367.0113537117904,0.2820960698689956,999.1565502183406,65.09418340611353,57.74233187772926,34.05,-82.38
55,56,21.857610117749672,382.8194505015264,56.79483209768861,1004.0102485826428,2.5449847361535114,176.88181421718272,31.57,-83.82
56,57,22.725420765027323,373.991912568306,56.381624043715846,1010.2330054644808,0.8782513661202187,21.394402907103824,30.73,-84.18
57,58,18.99665134602758,368.20113810461805,0.0785292186474064,972.5204639964982,67.91956664478003,57.83371416064784,34.45,-83.82
58,59,20.820356122224663,369.8311716860849,0.1107056495933172,988.9544954935152,65.32585623213893,57.16886788305123,33.21,-84.86
59,60,20.74559336823735,368.7454188481676,65.13888525305411,998.4733856893542,0.2666012216404886,20.987641928446774,34.05,-82.74
60,61,19.050712563034423,359.0197325147994,0.1939925454944091,973.7386538039904,67.4238785354089,57.76998245998685,34.45,-84.54
61,62,19.554531523642734,373.79268826619966,0.1660683012259194,982.010945709282,67.50383975481611,57.82775831873906,34.45,-83.1
62,63,22.5221978021978,388.8364835164835,56.35908571428572,1010.2536263736264,173.01692307692306,2.247362637362637,31.17,-84.86
63,64,22.13977572559367,385.0560686015831,56.5023526824978,1004.8924802110818,22.00965815743184,1.8927440633245385,31.57,-84.86
64,65,21.367596426236656,368.4059707997385,1.1098278492046196,1004.453911527566,64.7542776203966,57.645611244279806,33.65,-82.46
65,66,20.738203723986857,375.239430449069,189.39036144578316,0.4048411829134721,988.5110624315444,66.05199342825848,33.21,-84.18
66,67,23.0377308707124,373.9890061565523,56.16990105540898,1014.96218117854,172.15149516270887,1.1883905013192615,30.73,-84.86
67,68,19.715638040852188,360.9488249505821,0.0489128047441247,987.3037557654294,67.38998023281353,57.70786734021525,34.45,-84.86
68,69,20.840004364906157,368.9842863378437,0.2786992579659537,998.798559580969,65.21797031863815,57.75772370144042,34.05,-82.5
